id;id_doi;status;count
20195;2263;Researcher;1
20196;2263;Professor;1
20197;2263;Student  > Postgraduate;3
20198;2263;Unspecified;3
20199;2263;Student  > Bachelor;1
20200;2263;Student  > Ph. D. Student;6
20201;2263;Student  > Doctoral Student;1
20202;2264;Lecturer;8
20203;2264;Student  > Doctoral Student;5
20204;2264;Researcher;6
20205;2264;Professor;3
20206;2264;Student  > Postgraduate;4
20207;2264;Unspecified;5
20208;2264;Student  > Master;5
20209;2264;Student  > Bachelor;7
20210;2264;Other;1
20211;2264;Student  > Ph. D. Student;29
20212;2264;Professor > Associate Professor;4
20213;2265;Student  > Doctoral Student;1
20214;2265;Researcher;10
20215;2265;Professor;3
20216;2265;Lecturer > Senior Lecturer;1
20217;2265;Student  > Postgraduate;1
20218;2265;Unspecified;3
20219;2265;Student  > Master;10
20220;2265;Student  > Bachelor;1
20221;2265;Other;2
20222;2265;Student  > Ph. D. Student;16
20223;2265;Librarian;1
20224;2265;Professor > Associate Professor;3
20225;2266;Researcher;8
20226;2266;Professor;3
20227;2266;Student  > Postgraduate;1
20228;2266;Unspecified;1
20229;2266;Student  > Master;6
20230;2266;Other;3
20231;2266;Student  > Ph. D. Student;5
20232;2266;Professor > Associate Professor;2
20233;2267;Lecturer;4
20234;2267;Student  > Doctoral Student;14
20235;2267;Researcher;9
20236;2267;Professor;8
20237;2267;Lecturer > Senior Lecturer;3
20238;2267;Student  > Postgraduate;1
20239;2267;Unspecified;7
20240;2267;Student  > Master;14
20241;2267;Student  > Bachelor;3
20242;2267;Other;2
20243;2267;Student  > Ph. D. Student;49
20244;2267;Librarian;1
20245;2267;Professor > Associate Professor;9
20246;2268;Lecturer;1
20247;2268;Student  > Doctoral Student;2
20248;2268;Researcher;6
20249;2268;Professor;2
20250;2268;Lecturer > Senior Lecturer;1
20251;2268;Student  > Postgraduate;2
20252;2268;Unspecified;3
20253;2268;Student  > Master;8
20254;2268;Student  > Bachelor;1
20255;2268;Other;5
20256;2268;Student  > Ph. D. Student;16
20257;2268;Professor > Associate Professor;2
20258;2269;Student  > Doctoral Student;5
20259;2269;Researcher;3
20260;2269;Professor;1
20261;2269;Unspecified;3
20262;2269;Student  > Master;6
20263;2269;Student  > Bachelor;1
20264;2269;Other;3
20265;2269;Student  > Ph. D. Student;22
20266;2269;Librarian;1
20267;2269;Professor > Associate Professor;4
20268;2270;Researcher;2
20269;2270;Professor;1
20270;2270;Unspecified;6
20271;2270;Student  > Master;1
20272;2270;Student  > Bachelor;3
20273;2270;Other;2
20274;2270;Student  > Ph. D. Student;15
20275;2270;Librarian;1
20276;2270;Student  > Doctoral Student;2
20277;2271;Researcher;1
20278;2271;Student  > Postgraduate;1
20279;2271;Unspecified;1
20280;2271;Student  > Master;1
20281;2271;Student  > Bachelor;1
20282;2271;Other;3
20283;2271;Student  > Ph. D. Student;8
20284;2271;Professor > Associate Professor;1
20285;2272;Lecturer;3
20286;2272;Student  > Doctoral Student;4
20287;2272;Researcher;5
20288;2272;Professor;6
20289;2272;Lecturer > Senior Lecturer;1
20290;2272;Student  > Postgraduate;1
20291;2272;Unspecified;2
20292;2272;Student  > Master;12
20293;2272;Student  > Bachelor;4
20294;2272;Other;2
20295;2272;Student  > Ph. D. Student;20
20296;2272;Professor > Associate Professor;3
20297;2273;Student  > Doctoral Student;1
20298;2273;Researcher;4
20299;2273;Professor;1
20300;2273;Student  > Master;2
20301;2273;Other;1
20302;2273;Student  > Ph. D. Student;9
20303;2273;Professor > Associate Professor;1
20304;2274;Lecturer;4
20305;2274;Student  > Doctoral Student;11
20306;2274;Researcher;14
20307;2274;Professor;11
20308;2274;Lecturer > Senior Lecturer;2
20309;2274;Student  > Postgraduate;3
20310;2274;Unspecified;4
20311;2274;Student  > Master;12
20312;2274;Student  > Bachelor;5
20313;2274;Other;6
20314;2274;Student  > Ph. D. Student;50
20315;2274;Professor > Associate Professor;11
20316;2275;Lecturer;1
20317;2275;Student  > Doctoral Student;1
20318;2275;Researcher;2
20319;2275;Professor;2
20320;2275;Lecturer > Senior Lecturer;1
20321;2275;Student  > Master;3
20322;2275;Other;3
20323;2275;Student  > Ph. D. Student;9
20324;2275;Professor > Associate Professor;2
20325;2276;Lecturer;1
20326;2276;Student  > Doctoral Student;4
20327;2276;Researcher;2
20328;2276;Professor;2
20329;2276;Unspecified;7
20330;2276;Student  > Master;5
20331;2276;Student  > Bachelor;1
20332;2276;Other;1
20333;2276;Student  > Ph. D. Student;15
20334;2276;Professor > Associate Professor;2
20335;2277;Lecturer;1
20336;2277;Student  > Doctoral Student;1
20337;2277;Researcher;5
20338;2277;Professor;4
20339;2277;Student  > Postgraduate;2
20340;2277;Unspecified;1
20341;2277;Student  > Master;9
20342;2277;Student  > Bachelor;6
20343;2277;Other;3
20344;2277;Student  > Ph. D. Student;36
20345;2277;Professor > Associate Professor;9
20346;2278;Lecturer;1
20347;2278;Student  > Doctoral Student;5
20348;2278;Researcher;2
20349;2278;Lecturer > Senior Lecturer;1
20350;2278;Unspecified;3
20351;2278;Student  > Master;4
20352;2278;Student  > Bachelor;1
20353;2278;Other;3
20354;2278;Student  > Ph. D. Student;20
20355;2278;Librarian;1
20356;2278;Professor > Associate Professor;4
20357;2279;Researcher;1
20358;2279;Student  > Master;2
20359;2279;Professor;3
20360;2279;Other;1
20361;2280;Lecturer;6
20362;2280;Student  > Doctoral Student;14
20363;2280;Researcher;19
20364;2280;Professor;7
20365;2280;Lecturer > Senior Lecturer;1
20366;2280;Student  > Postgraduate;2
20367;2280;Unspecified;12
20368;2280;Student  > Master;22
20369;2280;Student  > Bachelor;7
20371;2280;Student  > Ph. D. Student;94
20372;2280;Professor > Associate Professor;6
20373;2281;Lecturer;1
20374;2281;Student  > Doctoral Student;3
20375;2281;Researcher;10
20376;2281;Professor;4
20377;2281;Student  > Postgraduate;1
20378;2281;Unspecified;5
20379;2281;Student  > Master;5
20380;2281;Student  > Bachelor;4
20381;2281;Other;4
20382;2281;Student  > Ph. D. Student;25
20383;2281;Librarian;1
20384;2281;Professor > Associate Professor;1
20385;2282;Lecturer;2
20386;2282;Student  > Doctoral Student;2
20387;2282;Researcher;9
20388;2282;Professor;7
20389;2282;Student  > Postgraduate;2
20390;2282;Unspecified;4
20391;2282;Student  > Master;8
20392;2282;Student  > Bachelor;4
20393;2282;Other;4
20394;2282;Student  > Ph. D. Student;24
20395;2282;Professor > Associate Professor;3
20396;2283;Student  > Doctoral Student;2
20397;2283;Researcher;1
20398;2283;Professor;1
20399;2283;Student  > Postgraduate;2
20400;2283;Student  > Bachelor;1
20401;2283;Other;1
20402;2283;Student  > Ph. D. Student;4
20403;2283;Professor > Associate Professor;3
20404;2284;Student  > Doctoral Student;1
20405;2284;Researcher;1
20406;2284;Student  > Master;1
20407;2284;Student  > Bachelor;1
20408;2284;Other;1
20409;2284;Student  > Ph. D. Student;9
20410;2284;Professor > Associate Professor;1
20411;2285;Lecturer;2
20412;2285;Student  > Doctoral Student;3
20413;2285;Researcher;7
20414;2285;Professor;7
20415;2285;Student  > Postgraduate;1
20416;2285;Student  > Master;8
20417;2285;Student  > Bachelor;6
20418;2285;Other;8
20419;2285;Student  > Ph. D. Student;22
20420;2285;Professor > Associate Professor;10
20421;2286;Lecturer;3
20422;2286;Student  > Doctoral Student;4
20423;2286;Researcher;9
20424;2286;Professor;1
20425;2286;Lecturer > Senior Lecturer;1
20426;2286;Unspecified;6
20427;2286;Student  > Master;11
20428;2286;Student  > Bachelor;2
20429;2286;Other;2
20430;2286;Student  > Ph. D. Student;21
20431;2286;Professor > Associate Professor;4
20432;2287;Student  > Doctoral Student;6
20433;2287;Researcher;8
20434;2287;Professor;7
20435;2287;Lecturer > Senior Lecturer;2
20436;2287;Student  > Postgraduate;5
20437;2287;Unspecified;4
20438;2287;Student  > Master;12
20439;2287;Student  > Bachelor;2
20440;2287;Other;2
20441;2287;Student  > Ph. D. Student;33
20442;2287;Professor > Associate Professor;2
20443;2288;Lecturer;5
20444;2288;Student  > Doctoral Student;12
20445;2288;Researcher;22
20446;2288;Professor;10
20447;2288;Lecturer > Senior Lecturer;2
20448;2288;Student  > Postgraduate;3
20449;2288;Unspecified;5
20450;2288;Student  > Master;34
20451;2288;Student  > Bachelor;10
20452;2288;Other;7
20453;2288;Student  > Ph. D. Student;90
20454;2288;Librarian;3
20455;2288;Professor > Associate Professor;14
20456;2289;Lecturer;3
20457;2289;Student  > Doctoral Student;17
20458;2289;Researcher;30
20459;2289;Professor;15
20460;2289;Student  > Postgraduate;5
20461;2289;Unspecified;15
20462;2289;Student  > Master;36
20463;2289;Student  > Bachelor;19
20464;2289;Other;7
20465;2289;Student  > Ph. D. Student;135
20466;2289;Professor > Associate Professor;14
20467;2290;Student  > Doctoral Student;19
20468;2290;Researcher;5
20469;2290;Professor;6
20470;2290;Lecturer > Senior Lecturer;2
20471;2290;Unspecified;3
20472;2290;Student  > Master;10
20473;2290;Student  > Bachelor;6
20474;2290;Other;8
20475;2290;Student  > Ph. D. Student;35
20476;2290;Professor > Associate Professor;4
20477;2291;Student  > Doctoral Student;4
20478;2291;Researcher;5
20479;2291;Professor;4
20480;2291;Unspecified;2
20481;2291;Student  > Master;3
20482;2291;Student  > Bachelor;2
20483;2291;Other;2
20484;2291;Student  > Ph. D. Student;20
20485;2291;Professor > Associate Professor;4
20486;2292;Lecturer;18
20487;2292;Student  > Doctoral Student;44
20488;2292;Researcher;94
20489;2292;Professor;16
20490;2292;Lecturer > Senior Lecturer;11
20491;2292;Student  > Postgraduate;21
20492;2292;Unspecified;35
20493;2292;Student  > Master;101
20494;2292;Student  > Bachelor;42
20495;2292;Other;16
20496;2292;Student  > Ph. D. Student;193
20497;2292;Librarian;2
20498;2292;Professor > Associate Professor;35
20499;2293;Researcher;1
20500;2293;Student  > Master;1
20501;2293;Professor;1
20502;2293;Student  > Ph. D. Student;3
20503;2294;Lecturer;1
20504;2294;Student  > Doctoral Student;2
20505;2294;Researcher;7
20506;2294;Professor;4
20507;2294;Unspecified;1
20508;2294;Student  > Master;5
20509;2294;Student  > Bachelor;3
20510;2294;Other;4
20511;2294;Student  > Ph. D. Student;31
20512;2294;Librarian;6
20513;2294;Professor > Associate Professor;6
20514;2295;Student  > Ph. D. Student;2
20515;2296;Student  > Doctoral Student;1
20516;2296;Researcher;12
20517;2296;Professor;10
20518;2296;Unspecified;4
20519;2296;Student  > Master;12
20520;2296;Student  > Bachelor;8
20521;2296;Other;3
20522;2296;Student  > Ph. D. Student;30
20523;2296;Librarian;1
20524;2296;Professor > Associate Professor;3
20525;2297;Lecturer;7
20526;2297;Student  > Doctoral Student;12
20527;2297;Researcher;28
20528;2297;Professor;11
20529;2297;Lecturer > Senior Lecturer;2
20530;2297;Student  > Postgraduate;18
20531;2297;Unspecified;12
20532;2297;Student  > Master;41
20533;2297;Student  > Bachelor;26
20534;2297;Other;10
20535;2297;Student  > Ph. D. Student;88
20536;2297;Professor > Associate Professor;25
20537;2298;Lecturer;1
20538;2298;Student  > Doctoral Student;7
20539;2298;Researcher;12
20540;2298;Professor;7
20541;2298;Lecturer > Senior Lecturer;1
20542;2298;Unspecified;3
20543;2298;Student  > Master;14
20544;2298;Student  > Bachelor;10
20545;2298;Other;3
20546;2298;Student  > Ph. D. Student;42
20547;2298;Librarian;1
20548;2298;Professor > Associate Professor;10
20549;2299;Lecturer;2
20550;2299;Student  > Doctoral Student;7
20551;2299;Researcher;17
20552;2299;Professor;7
20553;2299;Student  > Postgraduate;4
20554;2299;Unspecified;7
20555;2299;Student  > Master;20
20556;2299;Student  > Bachelor;6
20557;2299;Other;4
20558;2299;Student  > Ph. D. Student;45
20559;2299;Professor > Associate Professor;9
20560;2300;Lecturer;1
20561;2300;Student  > Doctoral Student;4
20562;2300;Researcher;8
20563;2300;Professor;6
20564;2300;Lecturer > Senior Lecturer;2
20565;2300;Student  > Postgraduate;2
20566;2300;Unspecified;10
20567;2300;Student  > Master;7
20569;2300;Other;3
20570;2300;Student  > Ph. D. Student;29
20571;2300;Professor > Associate Professor;7
20572;2301;Lecturer;5
20573;2301;Student  > Doctoral Student;9
20574;2301;Researcher;16
20575;2301;Professor;11
20576;2301;Lecturer > Senior Lecturer;3
20577;2301;Student  > Postgraduate;4
20578;2301;Unspecified;12
20579;2301;Student  > Master;37
20580;2301;Student  > Bachelor;13
20581;2301;Other;2
20582;2301;Student  > Ph. D. Student;65
20583;2301;Professor > Associate Professor;12
20584;2302;Lecturer;3
20585;2302;Student  > Doctoral Student;37
20586;2302;Researcher;28
20587;2302;Professor;18
20588;2302;Student  > Postgraduate;8
20589;2302;Unspecified;23
20590;2302;Student  > Master;49
20591;2302;Student  > Bachelor;20
20592;2302;Other;9
20593;2302;Student  > Ph. D. Student;219
20594;2302;Librarian;1
20595;2302;Professor > Associate Professor;33
20596;2303;Student  > Doctoral Student;3
20597;2303;Researcher;8
20598;2303;Professor;3
20599;2303;Lecturer > Senior Lecturer;1
20600;2303;Unspecified;2
20601;2303;Student  > Master;6
20602;2303;Other;2
20603;2303;Student  > Ph. D. Student;14
20604;2303;Professor > Associate Professor;3
20605;2304;Professor;1
20606;2304;Student  > Doctoral Student;2
20607;2304;Student  > Ph. D. Student;2
20608;2305;Lecturer;1
20609;2305;Student  > Doctoral Student;2
20610;2305;Researcher;1
20611;2305;Professor;1
20612;2305;Student  > Master;4
20613;2305;Student  > Bachelor;2
20614;2305;Other;1
20615;2305;Student  > Ph. D. Student;6
20616;2305;Professor > Associate Professor;2
20617;2306;Student  > Doctoral Student;3
20618;2306;Researcher;6
20619;2306;Professor;5
20620;2306;Student  > Postgraduate;1
20621;2306;Unspecified;3
20622;2306;Student  > Master;6
20623;2306;Student  > Bachelor;2
20624;2306;Student  > Ph. D. Student;28
20625;2306;Professor > Associate Professor;2
20626;2307;Lecturer;2
20627;2307;Student  > Doctoral Student;9
20628;2307;Researcher;9
20629;2307;Professor;3
20630;2307;Lecturer > Senior Lecturer;7
20631;2307;Student  > Postgraduate;4
20632;2307;Unspecified;13
20633;2307;Student  > Master;34
20634;2307;Student  > Bachelor;13
20635;2307;Other;2
20636;2307;Student  > Ph. D. Student;63
20637;2307;Professor > Associate Professor;4
20638;2308;Student  > Doctoral Student;4
20639;2308;Researcher;9
20640;2308;Professor;4
20641;2308;Lecturer > Senior Lecturer;1
20642;2308;Unspecified;3
20643;2308;Student  > Master;9
20644;2308;Student  > Bachelor;5
20645;2308;Other;3
20646;2308;Student  > Ph. D. Student;38
20647;2308;Professor > Associate Professor;7
20648;2309;Lecturer;5
20649;2309;Student  > Doctoral Student;16
20650;2309;Researcher;9
20651;2309;Professor;7
20652;2309;Lecturer > Senior Lecturer;1
20653;2309;Student  > Postgraduate;5
20654;2309;Unspecified;4
20655;2309;Student  > Master;29
20656;2309;Student  > Bachelor;8
20657;2309;Other;4
20658;2309;Student  > Ph. D. Student;66
20659;2309;Librarian;1
20660;2309;Professor > Associate Professor;11
20661;2310;Student  > Ph. D. Student;1
20662;2311;Student  > Doctoral Student;13
20663;2311;Researcher;22
20664;2311;Professor;12
20665;2311;Lecturer > Senior Lecturer;3
20666;2311;Student  > Postgraduate;4
20667;2311;Unspecified;13
20668;2311;Student  > Master;27
20669;2311;Student  > Bachelor;4
20670;2311;Other;6
20671;2311;Student  > Ph. D. Student;66
20673;2311;Professor > Associate Professor;5
20674;2312;Lecturer;2
20675;2312;Researcher;4
20676;2312;Professor;3
20677;2312;Student  > Postgraduate;1
20678;2312;Unspecified;3
20679;2312;Student  > Master;7
20680;2312;Student  > Bachelor;4
20681;2312;Other;2
20682;2312;Student  > Ph. D. Student;17
20683;2312;Professor > Associate Professor;2
20684;2313;Student  > Doctoral Student;3
20685;2313;Researcher;4
20686;2313;Professor;1
20687;2313;Student  > Postgraduate;1
20688;2313;Unspecified;1
20689;2313;Student  > Master;5
20690;2313;Student  > Bachelor;3
20691;2313;Other;2
20692;2313;Student  > Ph. D. Student;8
20693;2313;Professor > Associate Professor;2
20694;2314;Student  > Doctoral Student;2
20695;2314;Researcher;2
20696;2314;Professor;2
20697;2314;Student  > Postgraduate;2
20698;2314;Unspecified;3
20699;2314;Student  > Master;1
20700;2314;Student  > Bachelor;4
20701;2314;Other;2
20702;2314;Student  > Ph. D. Student;6
20703;2314;Professor > Associate Professor;2
20704;2315;Lecturer;1
20705;2315;Student  > Doctoral Student;4
20706;2315;Researcher;10
20707;2315;Professor;8
20708;2315;Student  > Postgraduate;2
20709;2315;Unspecified;4
20710;2315;Student  > Master;11
20711;2315;Student  > Bachelor;2
20712;2315;Other;2
20713;2315;Student  > Ph. D. Student;22
20714;2315;Professor > Associate Professor;6
20715;2316;Lecturer;1
20716;2316;Student  > Master;2
20717;2316;Professor;1
20718;2316;Lecturer > Senior Lecturer;1
20719;2316;Unspecified;2
20720;2316;Other;3
20721;2316;Student  > Ph. D. Student;7
20722;2316;Professor > Associate Professor;2
20723;2317;Researcher;4
20724;2317;Lecturer > Senior Lecturer;1
20725;2317;Student  > Postgraduate;1
20726;2317;Unspecified;7
20727;2317;Student  > Master;3
20728;2317;Student  > Bachelor;4
20729;2317;Student  > Ph. D. Student;9
20730;2318;Student  > Doctoral Student;2
20731;2318;Researcher;3
20732;2318;Professor;3
20733;2318;Student  > Master;5
20734;2318;Other;2
20735;2318;Student  > Ph. D. Student;16
20736;2318;Professor > Associate Professor;1
20737;2319;Student  > Doctoral Student;3
20738;2319;Researcher;5
20739;2319;Professor;2
20740;2319;Student  > Master;4
20741;2319;Student  > Bachelor;1
20742;2319;Other;2
20743;2319;Student  > Ph. D. Student;27
20744;2319;Professor > Associate Professor;2
20745;2320;Lecturer;4
20746;2320;Student  > Doctoral Student;21
20747;2320;Researcher;37
20748;2320;Professor;8
20749;2320;Lecturer > Senior Lecturer;2
20750;2320;Student  > Postgraduate;3
20751;2320;Unspecified;15
20752;2320;Student  > Master;52
20753;2320;Student  > Bachelor;25
20754;2320;Other;10
20755;2320;Student  > Ph. D. Student;108
20756;2320;Professor > Associate Professor;17
20757;2321;Lecturer;1
20758;2321;Student  > Doctoral Student;1
20759;2321;Researcher;5
20760;2321;Professor;2
20761;2321;Unspecified;1
20762;2321;Student  > Master;4
20763;2321;Student  > Bachelor;2
20764;2321;Other;2
20765;2321;Student  > Ph. D. Student;17
20766;2321;Professor > Associate Professor;1
20767;2322;Lecturer;3
20768;2322;Student  > Doctoral Student;6
20769;2322;Researcher;9
20770;2322;Professor;5
20771;2322;Lecturer > Senior Lecturer;1
20772;2322;Student  > Postgraduate;1
20773;2322;Unspecified;2
20774;2322;Student  > Master;8
20775;2322;Student  > Bachelor;1
20776;2322;Other;5
20777;2322;Student  > Ph. D. Student;27
20778;2322;Professor > Associate Professor;5
20779;2323;Unspecified;1
20780;2324;Lecturer;1
20781;2324;Student  > Doctoral Student;1
20782;2324;Researcher;3
20783;2324;Professor;2
20784;2324;Student  > Postgraduate;1
20785;2324;Unspecified;5
20786;2324;Student  > Master;11
20787;2324;Student  > Bachelor;1
20788;2324;Other;3
20789;2324;Student  > Ph. D. Student;24
20790;2324;Professor > Associate Professor;4
20791;2325;Lecturer;1
20792;2325;Student  > Doctoral Student;1
20793;2325;Student  > Master;2
20794;2325;Professor;1
20795;2325;Lecturer > Senior Lecturer;1
20796;2325;Student  > Bachelor;2
20797;2325;Other;3
20798;2325;Student  > Ph. D. Student;18
20799;2325;Professor > Associate Professor;2
20800;2326;Lecturer;2
20801;2326;Student  > Doctoral Student;7
20802;2326;Researcher;6
20803;2326;Professor;6
20804;2326;Student  > Postgraduate;2
20805;2326;Unspecified;3
20806;2326;Student  > Master;7
20807;2326;Other;2
20808;2326;Student  > Ph. D. Student;32
20809;2326;Professor > Associate Professor;9
20810;2327;Student  > Doctoral Student;1
20811;2327;Researcher;1
20812;2327;Professor;2
20813;2327;Student  > Postgraduate;1
20814;2327;Unspecified;1
20815;2327;Student  > Master;1
20816;2327;Other;2
20817;2327;Student  > Ph. D. Student;7
20818;2327;Professor > Associate Professor;3
20819;2328;Student  > Doctoral Student;1
20820;2328;Researcher;3
20821;2328;Professor;1
20822;2328;Student  > Master;2
20823;2328;Other;2
20824;2328;Student  > Ph. D. Student;9
20825;2328;Librarian;1
20826;2328;Professor > Associate Professor;2
20827;2329;Student  > Doctoral Student;6
20828;2329;Researcher;8
20829;2329;Professor;2
20830;2329;Student  > Postgraduate;1
20832;2329;Student  > Master;4
20833;2329;Student  > Bachelor;1
20834;2329;Other;2
20835;2329;Student  > Ph. D. Student;11
20836;2329;Professor > Associate Professor;3
20837;2330;Student  > Doctoral Student;1
20838;2330;Researcher;1
20839;2330;Student  > Master;1
20840;2330;Student  > Bachelor;1
20841;2330;Other;2
20842;2330;Student  > Ph. D. Student;8
20843;2330;Professor > Associate Professor;1
20844;2331;Student  > Doctoral Student;4
20845;2331;Researcher;5
20846;2331;Unspecified;1
20847;2331;Student  > Master;1
20848;2331;Student  > Bachelor;1
20849;2331;Other;2
20850;2331;Student  > Ph. D. Student;4
20851;2331;Professor > Associate Professor;2
20852;2332;Student  > Doctoral Student;2
20853;2332;Researcher;6
20854;2332;Student  > Postgraduate;1
20855;2332;Unspecified;2
20856;2332;Student  > Master;4
20857;2332;Student  > Bachelor;1
20858;2332;Other;4
20859;2332;Student  > Ph. D. Student;12
20860;2332;Librarian;1
20861;2332;Professor > Associate Professor;2
20862;2333;Student  > Doctoral Student;3
20863;2333;Researcher;3
20864;2333;Professor;1
20865;2333;Lecturer > Senior Lecturer;1
20866;2333;Student  > Postgraduate;1
20867;2333;Student  > Master;3
20868;2333;Student  > Bachelor;1
20869;2333;Other;3
20870;2333;Student  > Ph. D. Student;11
20871;2333;Professor > Associate Professor;2
20872;2334;Other;1
20873;2335;Lecturer;4
20874;2335;Student  > Doctoral Student;6
20875;2335;Researcher;4
20876;2335;Professor;7
20877;2335;Lecturer > Senior Lecturer;1
20878;2335;Unspecified;1
20879;2335;Student  > Master;4
20880;2335;Student  > Bachelor;5
20881;2335;Other;5
20882;2335;Student  > Ph. D. Student;20
20883;2335;Professor > Associate Professor;5
20884;2336;Researcher;1
22317;2505;Unspecified;5
22318;2505;Student  > Master;4
22321;2505;Student  > Ph. D. Student;14
22322;2505;Professor > Associate Professor;2
22323;2506;Lecturer;2
22325;2506;Researcher;2
22332;2506;Professor > Associate Professor;1
22333;2507;Lecturer;1
22334;2507;Student  > Doctoral Student;6
22335;2507;Researcher;22
22336;2507;Professor;7
22337;2507;Student  > Postgraduate;3
22338;2507;Unspecified;7
22339;2507;Student  > Master;19
22340;2507;Student  > Bachelor;10
22341;2507;Other;7
22344;2508;Professor;1
22345;2508;Unspecified;1
22355;2511;Student  > Master;2
22356;2511;Student  > Bachelor;3
22388;2514;Student  > Postgraduate;24
22389;2514;Unspecified;17
22390;2514;Student  > Master;118
22391;2514;Student  > Bachelor;52
22392;2514;Other;9
22393;2514;Student  > Ph. D. Student;131
22394;2514;Librarian;1
22395;2514;Professor > Associate Professor;19
22396;2515;Lecturer;5
22397;2515;Student  > Doctoral Student;6
22398;2515;Researcher;17
22399;2515;Professor;4
22400;2515;Lecturer > Senior Lecturer;2
22401;2515;Student  > Postgraduate;7
22402;2515;Unspecified;6
22403;2515;Student  > Master;15
22404;2515;Student  > Bachelor;5
22405;2515;Other;3
22406;2515;Student  > Ph. D. Student;66
22407;2515;Librarian;2
22410;2516;Student  > Doctoral Student;3
22417;2516;Other;3
22418;2516;Student  > Ph. D. Student;23
22420;2517;Lecturer;1
22423;2517;Professor;2
22424;2517;Lecturer > Senior Lecturer;1
22426;2517;Unspecified;2
22429;2517;Professor > Associate Professor;1
22430;2518;Lecturer;2
22431;2518;Student  > Doctoral Student;3
22432;2518;Researcher;12
22433;2518;Professor;7
22434;2518;Student  > Postgraduate;5
22435;2518;Unspecified;11
22436;2518;Student  > Master;18
22438;2518;Other;5
22449;2519;Other;4
22450;2519;Student  > Ph. D. Student;30
22452;2520;Student  > Doctoral Student;17
22453;2520;Researcher;13
22454;2520;Professor;3
22455;2520;Student  > Postgraduate;5
22456;2520;Unspecified;3
22457;2520;Student  > Master;7
22458;2520;Student  > Bachelor;4
22459;2520;Other;5
22460;2520;Student  > Ph. D. Student;42
22461;2520;Professor > Associate Professor;8
22462;2521;Lecturer;1
22463;2521;Student  > Doctoral Student;7
22464;2521;Researcher;6
22471;2521;Student  > Ph. D. Student;22
22472;2521;Professor > Associate Professor;5
22474;2522;Professor;1
22475;2522;Student  > Postgraduate;1
22477;2522;Student  > Master;3
22480;2522;Student  > Ph. D. Student;9
22481;2522;Student  > Doctoral Student;3
22482;2523;Lecturer;2
22487;2523;Student  > Postgraduate;7
22488;2523;Unspecified;4
22491;2523;Other;4
22498;2524;Unspecified;3
22500;2524;Student  > Bachelor;2
22501;2524;Other;4
22502;2524;Student  > Ph. D. Student;16
22506;2525;Researcher;4
22507;2525;Professor;6
22509;2525;Student  > Postgraduate;1
22510;2525;Unspecified;11
22512;2525;Student  > Bachelor;4
22514;2525;Student  > Ph. D. Student;35
22517;2526;Lecturer;6
22520;2526;Professor;12
22531;2527;Researcher;11
22532;2527;Professor;2
22533;2527;Lecturer > Senior Lecturer;1
22534;2527;Unspecified;4
22535;2527;Student  > Master;11
22536;2527;Student  > Bachelor;5
22537;2527;Other;4
22539;2527;Professor > Associate Professor;12
22542;2528;Unspecified;1
22543;2528;Other;1
22545;2528;Student  > Doctoral Student;2
22546;2529;Lecturer;5
22548;2529;Researcher;25
22549;2529;Professor;14
22551;2529;Unspecified;14
22554;2529;Other;5
22558;2530;Student  > Doctoral Student;2
22559;2530;Researcher;3
22560;2530;Professor;2
22561;2530;Lecturer > Senior Lecturer;2
22562;2530;Student  > Postgraduate;1
22563;2530;Unspecified;6
22564;2530;Student  > Master;9
22565;2530;Student  > Bachelor;4
22566;2530;Other;4
22567;2530;Student  > Ph. D. Student;28
22568;2530;Professor > Associate Professor;2
22569;2531;Lecturer;1
22570;2531;Student  > Doctoral Student;1
22571;2531;Researcher;3
22577;2531;Other;1
22579;2531;Professor > Associate Professor;4
22580;2532;Student  > Doctoral Student;2
22587;2532;Professor > Associate Professor;4
22588;2533;Student  > Doctoral Student;1
22592;2533;Student  > Bachelor;2
22594;2533;Professor > Associate Professor;1
22596;2534;Researcher;3
22598;2534;Student  > Master;1
22599;2534;Other;1
22600;2534;Student  > Ph. D. Student;8
22602;2535;Student  > Doctoral Student;11
22604;2535;Professor;13
22605;2535;Unspecified;6
22609;2535;Student  > Ph. D. Student;67
22610;2535;Librarian;1
22621;2537;Student  > Doctoral Student;19
22626;2537;Unspecified;21
22627;2537;Student  > Master;53
22634;2538;Student  > Doctoral Student;12
22637;2538;Lecturer > Senior Lecturer;1
22645;2538;Professor > Associate Professor;7
22653;2540;Student  > Master;9
22654;2540;Student  > Bachelor;3
22657;2540;Professor > Associate Professor;6
22659;2541;Student  > Doctoral Student;2
22660;2541;Researcher;9
22667;2541;Student  > Ph. D. Student;21
22668;2541;Professor > Associate Professor;5
22669;2542;Student  > Master;4
22670;2542;Professor;2
22671;2542;Unspecified;6
22672;2542;Student  > Bachelor;1
22683;2543;Other;4
22690;2544;Student  > Postgraduate;2
22691;2544;Unspecified;8
22697;2545;Lecturer;1
22698;2545;Student  > Doctoral Student;2
22699;2545;Researcher;7
22700;2545;Professor;5
22706;2545;Student  > Ph. D. Student;15
22707;2545;Professor > Associate Professor;1
22708;2546;Student  > Doctoral Student;3
22716;2547;Researcher;4
22723;2547;Other;2
22731;2548;Student  > Postgraduate;2
22732;2548;Unspecified;3
22742;2549;Student  > Postgraduate;2
22748;2549;Professor > Associate Professor;6
22751;2550;Professor;1
22752;2550;Student  > Postgraduate;1
22753;2550;Student  > Master;6
22754;2550;Student  > Bachelor;1
